0,0.9951171875
1,0.9951171875
2,0.98828125
3,0.990234375
4,0.9921875
5,0.9912109375
6,0.9892578125
7,0.984375
8,0.9921875
9,0.9912109375
10,0.986328125
11,0.990234375
12,0.9912109375
13,0.990234375
14,0.9833984375
15,0.9912109375
16,0.994140625
17,0.9912109375
18,0.990234375
19,0.990234375
20,0.990234375
21,0.994140625
22,0.9912109375
23,0.9892578125
24,0.9912109375
25,0.9912109375
26,0.994140625
27,0.99609375
28,0.9921875
29,0.990234375
30,0.990234375
31,0.9921875
32,0.9931640625
33,0.994140625
34,0.99609375
35,0.9892578125
36,0.9892578125
