0,0.9853515625
1,0.9892578125
2,0.9912109375
3,0.9921875
4,0.9921875
5,0.9912109375
6,0.984375
7,0.9931640625
8,0.994140625
9,0.994140625
10,0.9912109375
11,0.9921875
12,0.986328125
13,0.9892578125
14,0.978515625
15,0.9853515625
16,0.986328125
17,0.990234375
18,0.9951171875
19,0.9912109375
20,0.9892578125
21,0.9873046875
22,0.98828125
23,0.9931640625
24,0.9921875
25,0.9912109375
26,0.9931640625
27,0.9814453125
28,0.9833984375
29,0.986328125
30,0.98828125
31,0.9892578125
32,0.9912109375
33,0.990234375
34,0.9892578125
35,0.9951171875
36,0.9921875
37,0.990234375
38,0.986328125
39,0.982421875
40,0.982421875
41,0.9912109375
42,0.994140625
43,0.986328125
44,0.9873046875
45,0.9892578125
46,0.990234375
47,0.990234375
48,0.9931640625
49,0.9912109375
50,0.986328125
51,0.982421875
52,0.9921875
53,0.986328125
54,0.990234375
55,0.990234375
56,0.9931640625
57,0.990234375
58,0.9912109375
59,0.9912109375
60,0.984375
61,0.990234375
62,0.984375
63,0.9873046875
64,0.9873046875
65,0.98828125
66,0.9892578125
67,0.9873046875
68,0.98828125
69,0.994140625
70,0.98828125
71,0.9873046875
72,0.9892578125
73,0.9814453125
74,0.98828125
75,0.98828125
76,0.9833984375
77,0.98828125
78,0.9892578125
79,0.9873046875
80,0.9853515625
81,0.9833984375
82,0.994140625
83,0.9921875
84,0.9892578125
85,0.984375
86,0.9833984375
87,0.9853515625
88,0.9873046875
89,0.990234375
90,0.9912109375
91,0.9873046875
92,0.99609375
93,0.986328125
94,0.9833984375
95,0.9892578125
96,0.99609375
97,0.98828125
98,0.984375
99,0.98828125
100,0.9873046875
101,0.9931640625
102,0.9912109375
103,0.984375
104,0.9833984375
105,0.9912109375
106,0.9912109375
107,0.9951171875
108,0.9892578125
109,0.9873046875
110,0.9873046875
111,0.9921875
112,0.986328125
113,0.98828125
114,0.9921875
115,0.98828125
116,0.986328125
117,0.98828125
118,0.9912109375
119,0.9853515625
120,0.9921875
121,0.9892578125
122,0.9892578125
123,0.9921875
124,0.9892578125
125,0.990234375
126,0.9912109375
127,0.9873046875
128,0.9931640625
129,0.9892578125
130,0.9873046875
131,0.9853515625
132,0.9912109375
133,0.9912109375
134,0.994140625
135,0.9853515625
136,0.98828125
137,0.98828125
138,0.994140625
139,0.986328125
140,0.98828125
141,0.9873046875
142,0.98046875
143,0.9931640625
144,0.9892578125
145,0.990234375
146,0.9931640625
147,0.9921875
148,0.9873046875
149,0.9931640625
150,0.9912109375
151,0.9873046875
152,0.9892578125
153,0.9921875
154,0.990234375
155,0.9921875
156,0.9912109375
157,0.990234375
158,0.9921875
159,0.990234375
160,0.986328125
161,0.9912109375
162,0.98046875
163,0.98828125
164,0.9921875
165,0.994140625
166,0.9833984375
167,0.986328125
168,0.9951171875
169,0.9921875
170,0.9921875
171,0.9921875
172,0.9892578125
173,0.984375
174,0.9833984375
175,0.984375
176,0.9892578125
177,0.9951171875
178,0.9873046875
179,0.990234375
180,0.98828125
181,0.9833984375
182,0.9833984375
183,0.990234375
184,0.9892578125
185,0.9853515625
186,0.9912109375
187,0.98828125
188,0.990234375
189,0.9912109375
190,0.9892578125
191,0.98828125
192,0.990234375
193,0.9833984375
194,0.9853515625
195,0.9912109375
196,0.9921875
197,0.9951171875
198,0.9921875
199,0.98828125
200,0.9853515625
201,0.9833984375
202,0.982421875
203,0.9853515625
204,0.9873046875
205,0.98828125
206,0.986328125
207,0.9921875
208,0.9912109375
209,0.9873046875
210,0.9892578125
211,0.98828125
212,0.982421875
213,0.9892578125
214,0.9951171875
215,0.9892578125
216,0.9931640625
217,0.98828125
218,0.98828125
219,0.9853515625
220,0.986328125
221,0.9833984375
222,0.9892578125
223,0.9912109375
224,0.986328125
225,0.9833984375
226,0.986328125
227,0.986328125
228,0.9951171875
229,0.9853515625
230,0.9921875
231,0.986328125
232,0.9873046875
233,0.9921875
234,0.994140625
235,0.9931640625
236,0.98828125
237,0.9833984375
238,0.9892578125
239,0.9921875
240,0.990234375
241,0.990234375
242,0.986328125
243,0.982421875
244,0.9833984375
245,0.9873046875
246,0.9921875
247,0.9921875
248,0.9921875
249,0.98828125
250,0.98828125
251,0.984375
252,0.990234375
253,0.9951171875
254,0.99609375
255,0.9951171875
256,0.9931640625
257,0.986328125
258,0.982421875
259,0.9853515625
260,0.9912109375
261,0.9931640625
262,0.990234375
263,0.990234375
264,0.9892578125
265,0.98828125
266,0.9912109375
267,0.990234375
268,0.9892578125
269,0.9892578125
270,0.9892578125
271,0.9853515625
272,0.982421875
273,0.9912109375
274,0.990234375
275,0.98828125
276,0.9833984375
277,0.986328125
278,0.98828125
279,0.9931640625
280,0.990234375
281,0.990234375
282,0.9921875
283,0.9912109375
284,0.98828125
285,0.9892578125
286,0.990234375
287,0.9921875
288,0.98828125
289,0.9833984375
290,0.9873046875
291,0.9794921875
292,0.9892578125
293,0.98828125
294,0.990234375
295,0.986328125
296,0.9912109375
297,0.9873046875
298,0.9931640625
299,0.990234375
300,0.9951171875
301,0.9912109375
302,0.9892578125
303,0.9853515625
304,0.9833984375
305,1.0
306,0.990234375
307,0.990234375
308,0.9921875
309,0.990234375
310,0.9921875
311,0.9873046875
312,0.9892578125
313,0.9892578125
314,0.9833984375
315,0.986328125
316,0.9921875
317,0.9873046875
318,0.9814453125
319,0.98046875
320,0.9873046875
321,0.9931640625
322,0.9921875
323,0.98828125
324,0.98828125
325,0.98046875
326,0.98828125
327,0.98828125
328,0.9912109375
329,0.98828125
330,0.986328125
331,0.990234375
332,0.9873046875
333,0.9873046875
334,0.9873046875
335,0.9931640625
336,0.9931640625
337,0.9912109375
338,0.9873046875
339,0.9912109375
340,0.9892578125
341,0.9853515625
342,0.9853515625
343,0.98828125
344,0.994140625
345,0.986328125
346,0.9873046875
347,0.9892578125
348,0.994140625
349,0.9931640625
350,0.994140625
351,0.9931640625
352,0.9912109375
353,0.9873046875
354,0.98828125
355,0.9912109375
356,0.990234375
357,0.9892578125
358,0.9892578125
359,0.990234375
360,0.9833984375
361,0.9833984375
362,0.9892578125
363,0.990234375
364,0.9921875
365,0.9912109375
366,0.986328125
367,0.9853515625
368,0.9912109375
369,0.990234375
370,0.994140625
371,0.9873046875
372,0.986328125
373,0.986328125
374,0.990234375
375,0.994140625
376,0.98828125
377,0.9873046875
378,0.9892578125
379,0.984375
380,0.9873046875
381,0.9921875
382,0.9921875
383,0.9892578125
384,0.994140625
385,0.9921875
386,0.9912109375
387,0.9873046875
388,0.9873046875
389,0.9912109375
390,0.990234375
391,0.990234375
392,0.9912109375
393,0.990234375
394,0.994140625
395,0.9912109375
396,0.990234375
397,0.990234375
398,0.98828125
399,0.9873046875
400,0.982421875
401,0.9873046875
402,0.9853515625
403,0.9892578125
404,0.9892578125
405,0.98828125
